,id,name,slug,description
274,RHsxQtoSEeeHwhJGCo5gVg,FinTech Risk Management,fintech-risk-management,"This course “FinTech Risk Management” help you understand risk management and corporate governance in finance industry with the disruption by FinTech and RegTech. You will become more confident to analyse and make recommendations to develop business strategies balancing the risks in operation, reputation and the stability of finance firms.

You will learn about new challenges of compliance with financial requirements and government regulations and how you can deal with these changes, strategies in analysing FinTech risk and how operation risks increase in finance industry in this changing environment. As tech firms are now becoming more like finance firms such as Alibaba, Apple, and Tencent etc., you will learn about the importance of IT compliance and assurance and practical skills in dealing with these changes."
275,Lg__Qy2SEe-O0g4bDQY6TQ,Reinforcement Learning from Human Feedback,reinforcement-learning-from-human-feedback-project,"Large language models (LLMs) are trained on human-generated text, but additional methods are needed to align an LLM with human values and preferences.

Reinforcement Learning from Human Feedback (RLHF) is currently the main method for aligning LLMs with human values and preferences. RLHF is also used for further tuning a base LLM to align with values and preferences that are specific to your use case.  

In this course, you will gain a conceptual understanding of the RLHF training process, and then practice applying RLHF to tune an LLM. You will: 

1. Explore the two datasets that are used in RLHF training: the “preference” and “prompt” datasets.

2. Use the open source Google Cloud Pipeline Components Library, to fine-tune the Llama 2 model with RLHF.

3. Assess the tuned LLM against the original base model by comparing loss curves and using the “Side-by-Side (SxS)” method."
276,s6euojfiEeyZlQoNyXy15Q,Jenkins Pipeline: Declarative and IaC approaches for DevOps,jenkins-pipeline-write-declarative-and-iac-devops,By the end of this course you will be able to start writing your own Jenkins scripts either in the Jenkins UI or as Jenkinsfile over a multi-stage CD workflow.
277,BEjQU3kbEeqayxIVuQI5Hw,Introduction to Social Media Marketing,social-media-marketing-introduction,"This course lays the foundation of social media marketing. You’ll learn what social media marketing entails, including the history and the different social media channels that exist. You’ll learn how to select a social media channel that fits your needs, set goals and success metrics, and determine who your target audience is.

By the end of this course, you will be able to: 
• Understand the landscape of traditional, digital, and social media marketing
• Understand how to become certified as a Digital Marketing Associate 
• Understand the major social media platforms, how they function, and what role they play in marketing
• Create SMART goals and identify KPIs
• Define your target audience and their customer journey
• Choose the right social media platforms and learn how to create social media policies

Whatever level of knowledge you start with, this course will help you build a solid foundation for social media marketing and gain applicable skills that will allow you to make your social media marketing efforts more successful and noticeable.

Learners don't need marketing experience, but should have basic internet navigation skills and be eager to participate and connect in social media.  Learners must have a Facebook account and an Instagram account helps."
278,UNEaRTncEemOlwqkscvK-A,Digital business - Grow on digital world,grow-on-digital-world,"Digital-driven changes are both generic and specific. Most transformations apply to all industries, equally and without exception. But in some industries or places, digital transformations are singular and atypical. To be a player in the digital world, you will need to master both the transformations common to all industries and the transformations at work on certain verticals. Retail and the sharing economy are emblematic of markets where specific transformations are unfolding. This module will tell you how.

Week 1 : New business models, new perimeters
Week 2 : Regulating the digital innovation
Week 3 : The value of digital innovation"
279,m8BEnbnZEeewUQ7IuhPUJA,Concurrency in Go,golang-concurrency,Learn how to implement concurrent programming in Go. Explore the roles of channels and goroutines in implementing concurrency. Topics include writing goroutines and implementing channels for communications between goroutines. Course activities will allow you to exercise Go’s capabilities for concurrent programming by developing several example programs.
280,YOZuzEltEeyq9Q4Bl6meLw,Splunk Search Expert 103,splunk-search-expert-103,"In this course, you will learn how to calculate co-occurrence between fields and analyze data from multiple datasets, increase your knowledge of searching and learn how to work with multivalue data. In addition, you will learn tips and tricks to improve search performance using accelerations."
281,5xzZA-NpEeqpVgqb3URATw,Введение в анализ данных с помощью Excel,excel-data-analysis-ru,"Использование Excel широко распространено в отрасли. Это очень мощный инструмент анализа данных, и почти все крупные и малые предприятия используют Excel в своей повседневной работе. Это вводный курс по использованию Excel, который предоставляет знания о работе в Excel с целью ее использования для более продвинутых тем деловой статистики позже. Курс разработан с учетом двух типов учащихся — тех, у кого очень мало функциональных знаний о Excel, и тех, кто регулярно использует Excel, но на периферийном уровне и хочет развить свои навыки. Курс включает в себя базовые операции, такие как импорт данных в Excel с использованием различных форматов данных, организацию и управление данными, а также некоторые более продвинутые функции Excel. В целом, знакомство с функциями Excel проходит на базе простых для понимания примеров, которые демонстрируются таким образом, чтобы учащимся не составило труда понять и применить их.

Для успешного прохождения курсов учащиеся должны иметь доступ к Microsoft Excel 2010 или более поздней версии для Windows. 
________________________________________
НЕДЕЛЯ 1
Модуль 1: Введение в электронные таблицы
В этом модуле вы познакомитесь с использованием электронных таблиц Excel и различными базовыми функциями данных Excel.

Рассматриваемые темы включают:
•	Импорт данных в Excel с использованием различных форматов
•	Основные функции в Excel, арифметические и различные логические функции
•	Форматирование строк и столбцов
•	Использование формул в Excel и их копирование с использованием абсолютных и относительных ссылок
________________________________________
НЕДЕЛЯ 2
Модуль 2: Функции электронной таблицы для организации данных
В этом модуле представлены различные функции Excel для организации и запроса данных. Участники знакомятся с функциями ЕСЛИ, ВПР и ГПР и вложенной функцией ЕСЛИ в Excel. 

Рассматриваемые темы включают:
•	Функция ЕСЛИ и вложенная функция ЕСЛИ
•	ВПР и ГПР
•	Функция СЛУЧМЕЖДУ
________________________________________
НЕДЕЛЯ 3
Модуль 3: Введение в фильтры, сводные таблицы и диаграммы
В этом модуле представлены различные возможности фильтрации данных в Excel. Вы узнаете, как настраивать фильтры для избирательного доступа к данным. Также объясняется очень мощный инструмент обобщения данных, сводная таблица, и мы начинаем вводить функцию построения диаграмм в Excel.

Рассматриваемые темы включают:
•	ВПР и рабочие листы
•	Фильтрация данных в Excel
•	Использование сводных таблиц с категориальными и числовыми данными
•	Введение в возможности построения диаграмм в Excel
________________________________________
НЕДЕЛЯ 4
Модуль 4: Расширенные возможности построения графиков и диаграмм
В этом модуле рассматриваются различные продвинутые методы построения графиков и диаграмм, доступные в Excel. Начиная с различных линейных, столбчатых и круговых диаграмм, мы представляем сводные диаграммы, точечные графики и гистограммы. Вы научитесь понимать эти различные диаграммы и начнете строить их самостоятельно.

Рассматриваемые темы включают:
•	Линейные, столбчатые и круговые диаграммы
•	Сводные диаграммы
•	Точечные графики
•	Гистограммы"
282,QRDjcWLVEeWFkQ7sUCFGVQ,"Origins - Formation of the Universe, Solar System, Earth and Life",origins-universe-solarsystem,The Origins course tracks the origin of all things – from the Big Bang to the origin of the Solar System and the Earth. The course follows the evolution of life on our planet through deep geological time to present life forms.
283,nSNou7iHEemxSgo5Sox6MA,Stability and Capability in Quality Improvement,stability-and-capability-in-quality-improvement,"In this course, you will learn to analyze data in terms of process stability and statistical control and why having a stable process is imperative prior to perform statistical hypothesis testing. You will create statistical process control charts for both continuous and discrete data using R software. You will analyze data sets for statistical control using control rules based on probability. Additionally, you will learn how to assess a process with respect to how capable it is of meeting specifications, either internal or external, and make decisions about process improvement.

This course can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder."
284,zSRvHc7MEeyIXQ7d-KWeWQ,Design engaging Stories for Instagram and Facebook in Easil,design-engaging-stories-instagram-facebook-easil,"By the end of this project, you will learn how to create and design engaging stories for Instagram and Facebook in Easil to promote your business. An essential role of your social media marketing strategy is to establish your online identity and appeal to your users.

In this guided project, we will use the free version of Easil. You will be able to incorporate a color scheme, images, and other design elements for aesthetically pleasing and value-added business marketing collateral.  We can use Easil to complete this project because it provides all the tools you need to create organized and visually appealing products while offering a variety of options for sharing and collaboration. You will learn how to plan and organize your ideas and utilize graphic design tools as you create social media stories to advertise your brand or products."
285,NuFcERJaEe-r_Ar_6dbL9Q,Building Multimodal Search and RAG,building-multimodal-search-and-rag,"Learn how to build multimodal search and RAG systems. RAG systems enhance an LLM by incorporating proprietary data into the prompt context. Typically, RAG applications use text documents, but, what if the desired context includes multimedia like images, audio, and video? This course covers the technical aspects of implementing RAG with multimodal data to accomplish this.

1. Learn how multimodal models are trained through contrastive learning and implement it on a real dataset.

2. Build any-to-any multimodal search to retrieve relevant context across different data types.

3. Learn how LLMs are trained to understand multimodal data through visual instruction tuning and use them on multiple image reasoning examples.

4. Implement an end-to-end multimodal RAG system that analyzes retrieved multimodal context to generate insightful answers.

5. Explore industry applications like visually analyzing invoices and flowcharts to output structured data.

6. Create a multi-vector recommender system that suggests relevant items by comparing their similarities across multiple modalities.

As AI systems increasingly need to process and reason over multiple data modalities, learning how to build such systems is an important skill for AI developers.

This course equips you with the key skills to embed, retrieve, and generate across different modalities. By gaining a strong foundation in multimodal AI, you’ll be prepared to build smarter search, RAG, and recommender systems."
286,iv2nl67vEe6u3hK04-v50w,Digital Case Method,digital-case-method,"The course is suited for teaching and learning professionals, media professors, university leaders, and educators interested in learning, creating, and using Digital Case Studies.

This course will allow learners to tap into the power of visual storytelling through the powerful format of the digital case study, which can and should be created by students themselves. This class uses video tutorials and practical guides  to teach learners case creation using inexpensive tools such as a smartphone, stabilizer, and Adobe Premiere Software. It also dives into how to design, fund, and manage education programs built on digital case studies.

To be successful in this course no pre-requisite filmmaking knowledge is required. An interest in documentary-style filmmaking and video editing is all you need."
287,X_YaRAFBEe6-2RLGGJPzEw,Computer and Peripheral Hardware,illinois-tech-computer-and-peripheral-hardware,"In this course, you will explore the several types of hardware components installed in computers and peripherals. The course also offers a detailed exploration of these components and their function as part of the computer and peripheral hardware. The career skills acquired in this course will begin your journey into information technology.

At the end of the course, you will be able to:
- Identify basic cable types and their connectors, features, and purposes. 
- Demonstrate knowledge of several types of memory and their installation. 
- Categorize and install diverse types of storage devices. 
- Explain and configure motherboards, central processing units (CPUs), and add-on cards. 
- Apply electronic principles and their relationship to the power supply. 
- Explain the components and operation of multifunction devices/printers and settings. 

Software requirements: CPU-Z (https://www.cpuid.com/softwares/cpu-z.html)"
288,0QWxlxCpEeqhNg4Ht9Efuw,Essentials of Palliative Care,essentials-of-palliative-care,"This course starts you on your journey of integrating primary palliative care into your daily lives.  You will learn what palliative care is, how to communicate with patients, show empathy, and practice difficult conversations. You will learn how to screen for distress and provide psychosocial support. You will learn about goals of care and advance care planning and how to improve your success with having these conversations with patients.  Finally, you will explore important cultural considerations and improve your cultural competency on the topics covered.

For clinicians, the goal of this course is to help you incorporate primary palliative care into your daily practice or help you know when to seek a specialist.  We will help you improve your patient’s quality of life and provide self-care tips to help you maintain your own. For patients and caregivers, this course will empower you to talk to your provider and get palliative care, if necessary.

Stanford Medicine is jointly accredited by the Accreditation Council for Continuing Medical Education (ACCME), the Accreditation Council for Pharmacy Education (ACPE), and the American Nurses Credentialing Center (ANCC), to provide continuing education for the healthcare team. Visit the FAQs below for important information regarding 1) Date of original release and Termination or expiration date; 2) Accreditation and Credit Designation statements; 3) Disclosure of financial relationships for every person in control of activity content."
289,Xx0WYUDXEeuofRLHWX896w,Pensamiento crítico: toma de decisiones razonadas,pensamiento-crtico-toma-de-decisiones-razonadas,"Tomar decisiones en el mundo de hoy, un mundo en creciente complejidad, con amplios cambios e incertidumbre, crea la necesidad de contar con aproximaciones que nos permitan discernir los verdaderos problemas y las causas que los originan. Identificar cuáles son estos problemas, requiere en la mayoría de los casos, retar las suposiciones en las que basamos nuestros juicios, respecto al mundo y sus realidades.

Podríamos definir el pensamiento crítico, como “ese modo de pensar- sobre cualquier tema, contenido o problema- en el cual el pensante mejora la calidad de su pensamiento al apoderarse de las estructuras inherentes del acto de pensar y al someterlas a estándares intelectuales”. El pensamiento critico ayuda en la toma de decisiones en una empresa, en la selección de la mejor acción para la organización.

En este curso de pensamiento critico el estudiante aprenderá a conocer sus tendencias, aproximaciones y suposiciones en las que se basan sus reflexiones y las condiciones y sus resultados derivados de sus formas de pensar. Este pensamiento reflexivo es el examen activo, cuidadoso y persistente, de toda creencia a la luz de los fundamentos que la sostiene y las conclusiones a las que tiende.

Las decisiones razonadas que requiere el mundo, se dan en muy diversos ámbitos, especialmente en las decisiones de negocio, relacionadas con las estrategias, en la solución de problemas en las organizaciones, en la solución de problemas sociales y la responsabilidad social y ética de las corporaciones. En este curso en línea las aproximaciones estarán orientadas a analizar el pensamiento crítico requerido para estos ámbitos"
290,SKNGIQmrEeyfCRK_crecDw,Discover types of Facebook Ads and the best for you,discover-types-of-facebook-ads-and-the-best-for-you,"In this hands on project, we will take a look at the different types of Facebook ads you can run as a person or as a business and how to select the one that best fits your business goals."
291,9QkSLTXREemXORL4USiTDg,Security and Privacy for Big Data - Part 2,security-privacy-big-data-protection,"Welcome to our focused course on Privacy and Data Protection in Big Data Environments. Here, you will delve into not only privacy-preserving methodologies but also explore crucial data protection regulations and concepts. By the end of this course, you'll be empowered to navigate your next Big Data project with confidence, assuring all aspects of privacy and data protection are well-managed.

This course will sharpen your ability to identify potential vulnerabilities in Big Data projects, providing you with the tools to fortify your systems for long-term sustainability. It is an invaluable resource for ICT professionals, systems designers, and managers who are involved with big data. Even if your experience with Big Data or IT is minimal, such as for a product manager, this course has been crafted to offer you the fundamental knowledge you need. Ready to master the intricacies of privacy in Big Data? Secure your spot in the course today."
292,vo2-2icdEe-_Bw7l9wp8FQ,Basics of Accounting for Assets,basics-of-accounting-for-assets,"This course provides a comprehensive understanding of key accounting principles related to assets. It covers topics such as revenue recognition, bad debt expense, and various inventory methods including FIFO, LIFO, and average cost. The course is designed to help learners comprehend how these concepts impact financial statements and the importance of matching costs with sales.

This short course is part of the previous Master Track Certificate in Business Essentials. You may also be interested in a related short course from this program, ""The Basics of Accounting for Assets: Long-Term Assets."""
293,wg63JY0jEe6xzArT8MnIvQ,Cloud Deployment and Scaling with ASP.NET Core,cloud-deployment-and-scaling-with-asp-net-core,"Embark on a transformative journey into the dynamic landscape of cloud computing with our specialized course on deploying and scaling ASP.NET Core applications. In today's technology-driven world, the efficient deployment and scaling of applications in the cloud are indispensable skills. This module, designed with precision, delves into cloud deployment and scaling strategies, offering a tailored approach specifically for ASP.NET Core applications.

Learning Outcomes: Mastery of Cloud Deployment, Scalability Expertise, and Cloud Power Unleashed.

By the end of this immersive learning experience, you'll gain proficiency in seamlessly deploying and scaling ASP.NET Core applications in cloud environments through a curriculum enriched with practical examples. You'll unlock the ability to harness the full potential of the cloud, ensuring your applications achieve optimal performance, scalability, and availability.

We recommend a foundational understanding of ASP.NET Core and familiarity with basic cloud computing concepts. While prior knowledge of C# is advantageous, it is not mandatory. This course is designed to accommodate you with varying levels of expertise, making it accessible to a broad audience.

This course positions you for roles such as Cloud Application Developer, where you'll specialize in deploying and optimizing ASP.NET Core applications. Alternatively, you can pursue opportunities as a Cloud Solutions Architect, shaping resilient cloud architectures. DevOps Engineer roles also become accessible, empowering you to streamline deployment pipelines and ensure efficient, automated deployment in diverse cloud ecosystems.

Elevate your skill set and career prospects by enrolling in this course — where the fusion of theory and hands-on practice propels you into the forefront of cloud deployment for ASP.NET Core applications."
294,JfD2hYNvEeyg9hKH5WRuwQ,A quick tour on Big Data and Business Intelligence,big-data-business-intelligence,"This course is devoted to beginners and practitioners of Big Data and AI fields. It will be a quick overview of some basic concepts that could be further elaborated by professionals. Ranging from CAP theorem to Turing assumption, we will provide a starting guide for diving in these fascinating topics."
295,35qpAZ8yEe6oNQ7uEuvwYQ,Introduction to Ethereum Blockchain,building-dapps-in-ethereum-blockchain,"The course ""Building DApps in Ethereum Blockchain"" aims to provide participants with the knowledge and skills necessary to design, develop, and deploy decentralized applications (DApps) on the Ethereum blockchain. By the end of the course, participants will have acquired the necessary skills to design, develop, and deploy their own DApps on the Ethereum blockchain. They will be equipped to tackle real-world challenges in the blockchain industry, with the ability to contribute to projects related to decentralized finance, supply chain management, digital identity, and more.

The course is suitable for the following target audience:

1) Developers: The course primarily targets developers who have a solid understanding of programming concepts and have experience with at least one programming language. The course will equip developers with the knowledge and skills necessary to build decentralized applications on the Ethereum blockchain.

2) Blockchain Enthusiasts: Individuals with a keen interest in blockchain technology, specifically Ethereum, can benefit from the course. The course will provide them with the necessary technical skills to develop DApps on the Ethereum platform.

3) Entrepreneurs and Product Managers: Entrepreneurs or product managers who are interested in exploring the potential of decentralized applications and integrating blockchain technology into their products or services can find value in the course. 

4) Technical Professionals in the Finance and Banking Industry: Professionals in the finance and banking industry who want to explore the potential of blockchain and decentralized finance (DeFi) can benefit from the course.

5) Students and Researchers: Students studying computer science, blockchain, or related fields can take the course to gain practical knowledge and hands-on experience in developing DApps on the Ethereum blockchain.

Pre-requisites:

1) Participants should have a solid understanding of programming concepts and experience with at least one programming language such as JavaScript, Python, or Solidity. 

2) Familiarity with the fundamental concepts of blockchain technology is important.

3) Basic knowledge of web development is often required since DApps often involve front-end interfaces and back-end components.

4) Participants should have some familiarity with the command line interface (CLI), as they may need to execute commands to set up development environments, interact with Ethereum tools, compile smart contracts, and deploy DApps.

5) Solidity and Ethereum Development Tools

By the end of the course, you will be able to:

1) Understand the key concepts, tools, and techniques involved in building Ethereum-based DApps, enabling individuals to tap into the potential of blockchain technology.

2) Will learn the fundamentals of blockchain technology, Ethereum architecture, smart contract development using Solidity, and the integration of front-end interfaces with the Ethereum network."
296,4UY38bp4EeyjBhKbu4asXQ,Créez des infographies avec Piktochart,creez-infographies-avec-piktochart,"À la fin de ce projet, vous aurez toutes les compétences de base pour créer des infographies professionnelles avec Piktochart, logiciel et outil en ligne de création et d’édition d’infographies et de visuels Marketing en tous genres. Vous serez capable de découvrir en détail les différentes fonctionnalités de la plateforme, et serez en mesure d’utiliser ses outils pour créer des infographies compréhensibles et ludiques.
Ce projet est destiné aux débutants, aux personnes qui n’ont jamais utilisé Piktochart pour créer des infographies. Il est idéal pour ceux et celles qui souhaiteraient utiliser Piktochart pour leurs projets professionnels."
297,gftBfIl0EeqZsg72h675gw,Supervised Machine Learning: Regression,supervised-machine-learning-regression,"This course introduces you to one of the main types of modelling families of supervised Machine Learning: Regression. You will learn how to train regression models to predict continuous outcomes and how to use error metrics to compare across different models. This course also walks you through best practices, including train and test splits, and regularization techniques.


By the end of this course you should be able to:
Differentiate uses and applications of classification and regression in the context of supervised machine learning 
Describe and use linear regression models
Use a variety of error metrics to compare and select a linear regression model that best suits your data
Articulate why regularization may help prevent overfitting
Use regularization regressions: Ridge, LASSO, and Elastic net
 
Who should take this course?
This course targets aspiring data scientists interested in acquiring hands-on experience  with Supervised Machine Learning Regression techniques in a business setting.
 
What skills should you have?
To make the most out of this course, you should have familiarity with programming on a Python development environment, as well as fundamental understanding of Data Cleaning, Exploratory Data Analysis, Calculus, Linear Algebra, Probability, and Statistics."
298,T3kBZAV3Eey5zQ4LqE3elQ,Create a Writing Rubric with Microsoft Word,create-writing-rubric-microsoft-word,"By the end of this project, you will be able to create and utilize writing rubrics within Microsoft Word. Through the Microsoft Program you will be able to support and develop rubrics for a variety of topics and assessment areas. By using a rubric as an assessment tool in Microsoft Word, you are able to effectively evaluate your learners’ comprehension of important components of their writing pieces."
299,7ClK5R3AEe-V5BLFv6VgIQ,Business Value Creation,business-value-creation,"Welcome to the first course in the Financial Management Specialization: Business Value Creation! In this course, you will learn how positive spread, healthy cash flows, meeting investor expectations, and sustaining competitive advantage are essential for creating long-term value in any organization. Additionally, you will understand the key factors that influence a company’s value, such as revenue growth, cost efficiency, asset utilization, and capital allocation. You will apply these concepts by analyzing real-world examples and completing practical assessments focused on value creation strategies.

This course is ideal for non-financial managers or professionals who seek to enhance their financial acumen to make better business decisions. No prior experience in finance is required. However, a basic understanding of business operations and strategic thinking will be beneficial."
300,ArePsB1SEeu6LRJwytZjjQ,Renewable Energy Technology Fundamentals,renewable-energy-technology-fundamentals,"Renewable energy is one of the fastest growing industries on the planet, with billions of dollars invested each year to meet international energy sustainability goals. This course will provide you with a solid foundation for understanding and deploying important renewable energy technologies such as wind and solar.  In addition, you will come away with a good understanding of important energy storage technologies such as pumped hydro, batteries, and hydrogen.  

Upon completing the course, you will be conversant with the opportunities and challenges of renewable energy technologies.  You will be comfortable participating in debates and making decisions regarding these technologies. And the knowledge you gain will be foundational for further study of renewable power systems, renewable energy projects, and forecasts for the future of renewable energy.  We hope you will join us on our journey!

This course is the first in a four-course Coursera specialization in Renewable Energy.
•	Renewable Energy Technology Fundamentals
•	Renewable Power & Electricity Systems
•	Renewable Energy Projects
•	Renewable Energy Futures

Course logo image credit: ""Wind Turbine"" icon courtesy of Vectors Point from the Noun Project."
301,Dz26W2BwEeyIUg4Qv2RsBQ,"Riscos Financeiros (Crédito, Mercado e Liquidez)",riscos-financeiros-credito-mercado-e-liquidez,"Nossas boas-vindas ao Curso Riscos Financeiros (Crédito, Mercado e Liquidez).

Neste curso, você aprenderá sobre conceitos associados à seleção da carteira de investimento, à análise de retorno e riscos que são utilizados na gestão de carteiras e a conceitos sobre modelos utilizados na precificação e alocação dos ativos.

Ao final deste curso, você será capaz de:
- Reconhecer o risco e retorno de um ativo;
- Entender a teoria de carteira;
- Realizar o Apreçamento de ativo de capital; 
- Mensurar a gestão e performance de risco.

Este curso é composto por quatro módulos, disponibilizados em semanas de aprendizagem. Cada módulo é composto por vídeos, leituras e testes de verificação de aprendizagem. Ao final de cada módulo, temos uma avaliação de verificação dos conhecimentos.

Estamos muito felizes com sua presença neste curso e esperamos que você tire o máximo de proveito dos conceitos aqui apresentados.

Bons estudos!"
302,ugb6Qi1HEeyNShJufRq5Zw,بدء عملية تصميم تجربة المستخدم: التعاطف والتحديد والتصور,start-the-ux-design-process-empathize-define-and-ideate-arabic,"بدء عملية تصميم تجربة المستخدم: التعاطف والتحديد والتصور هي الدورة التدريبية الثانية في برنامج الشهادة التي ستزودك بالمهارات اللازمة للتقدم إلى وظائف المبتدئين في تصميم تجربة المستخدم. في الدورة الثانية، ستكمل الخطوات الأولى لعملية التصميم لمشروع ستتمكن من تضمينه في ملفك الشخصي. سوف تتعلم كيفية التعاطف مع المستخدمين وفهم الشكاوى لديهم، وتحديد احتياجات المستخدم باستخدام عرض المشكلة، والتوصل إلى الكثير من الأفكار لإيجاد حلول لمشكلات هؤلاء المستخدمين. 

سيعمل مصممو تجربة المستخدم والباحثون الحاليون في Google كمدربين لك، وستكمل الأنشطة العملية التي تحاكي سيناريوهات تصميم تجربة المستخدم في العالم الحقيقي.

يجب أن يكون المتعلمون الذين يكملون الدورات السبع في برنامج الشهادة مؤهلين للتقدم بطلب للحصول على وظائف مصممي تجربة المستخدم المبتدئين. لا تلزم خبرة سابقة.

بنهاية هذه الدورة، ستكون قادرًا على:
   - وصف طرق البحث الشائعة لتجربة المستخدم. 
   - التعاطف مع المستخدمين لفهم احتياجاتهم والشكاوى لديهم.
   - إنشاء خرائط التعاطف والشخصيات وقصص المستخدم وخرائط رحلة المستخدم لفهم احتياجات المستخدم.
   - إعداد عمليات عرض المشكلة لتحديد احتياجات المستخدم. 
   - إيجاد أفكار للحلول الممكنة لمشكلات المستخدم. 
   - إجراء عمليات تدقيق تنافسية.
   - تحديد وتفسير التحيزات في أبحاث تجربة المستخدم.
   - ابدأ في تصميم تطبيق هاتف محمول، كمشروع جديد لتضمينه في ملفك الشخصي الاحترافي لتجربة المستخدم."
303,7fPooiCtEe671A66sAWTEw,Data intelligence for businesses and managers,data-intelligence-imtbs,"With the proliferation of connected objects (computers, tablets, watches, etc.), huge masses of data are generated every second. This Big Data has led to the emergence of a data economy, where data is the main source of competitive advantage for companies. In this sense, data and its processing tools have become a strategic priority for companies, and the main gas pedal of their digital transformation. 

-----------------------------------------------------------------------------------------------------------------------------------------
This MOOC addresses the role of data in the digital transformation of organizations through 10 course sequences spread over 5 weeks and a wide variety of content:

- Slideshows and video-scribes explaining the impact of data on businesses, the digital transformation needed to capitalize on data, and the tools, methods and technologies needed to implement these data-driven strategies.
- Videos featuring testimonials from professionals and academics, highlighting through concrete examples the importance of data as a catalyst for digital transformation and a source of competitive advantage.
- Compulsory reading to complement the topics covered in the slides and video, in particular the challenges and benefits of data management as part of digital transformation.
- MCQs covering the entire content of each chapter.

A certificate is awarded for any grade above 50%.

This MOOC has received financial support from the Patrick & Lina Drahi Foundation."
304,ipw7Fn_GEe2QHRL3YiV0EQ,혁신적인 비즈니스 모델 만들기,business-model-ko,"혁신은 기술, 제품과 프로세스의 한계를 뛰어넘습니다. 

새로운 경쟁 환경은 비즈니스 모델에 대한 또 다른 차원의 새롭고 종합적이며 전략적인 관점이 필요합니다.

이 과정은 비즈니스 모델을 혁신하거나 재창조하는 데 필요한 선구적인 프레임워크인 Odyssey 3.14을 사용할 수 있도록 해줍니다.

이 고도의 혁신적 접근 방식은 Laurence Lehmann-Ortega와 Hélène Musikas가 개발했으며 스타트업 기업가, 사업부 관리자 및 사업가 모두에게 매우 큰 가치를 제공하는 것으로 입증되었습니다. 

Odyssey 3.14는 실용적이고 매우 효율적인 프레임워크와 도구 상자를 제공하여 잘 정립된 방식으로 비즈니스 모델을 생성, 창조 및 재창조할 수 있도록 해줍니다.

이 접근 방식은 비즈니스 모델의 3원칙을 자세히 살펴보는 것으로 시작됩니다.

-첫째는 가치 제안(대상 고객 및 제공 상품/서비스)
-둘째는 가치 구조(정해진 기간 내 고객에게 이 가치 제안을 제공하기 위한 조직 구성)입니다.
-셋째는 수익 공식(수익을 생성하는 위 두 원칙 간의 조정 방법) 조정입니다.

비즈니스 모델을 창조 또는 재창조하기 위해 14개 방향을 살펴볼 필요가 있습니다. 방향의 예시에는 '고객의 전반적인 비용 절감', '매출원 수정', 제3자 소개', 가치 사슬에서 단계 제거', '새로운 자원 탐색'이 있습니다. 

IKEA, Tetra Pack, Grameen Bank 등의 대표적인 사례와 Airbnb, Zopa, Drive Now 등 최신 사례를 포함하는 수많은 예시에서 볼 수 있듯이, 이러한 방향성은 창의성을 자극하고 모든 가능한 혁신 방법을 고안할 수 있도록 해줍니다. 혁신은 모험이자 여정입니다... 이 접근방식의 이름처럼 말이죠! 


Odyssey 3.14는 15년 이상의 연구, 컨설팅과 교육의 결과입니다. 비즈니스 모델을 성공적으로 창조 또는 재창조한 150개 이상의 기업을 대상으로 한 철저한 분석을 바탕으로 자체적으로 새롭고 혁신적인 비즈니스 모델을 개발하도록 하세요.

이 과정은 HEC의 MSIE 프로그램을 구성합니다. 원할 때 편안한 마음으로 프로그램의 기타 과목을 살펴보고 모르는 부분은 질문해 주세요."
305,1psdSVOIEeyc0w4h2jEFEQ,Introduction to Management Consulting,introduction-to-management-consulting,"Management consultants are paid well because they help executives to break down complex problems, make difficult decisions, and implement lasting change. Consultants know how to work smart and fast.

Companies like McKinsey, Bain, BCG, Deloitte, EY, PWC, KPMG, and Accenture have trained thousands of consultants on useful skills, tools, methodologies. Taught by an ex-consultant from Deloitte, John Kim will give you a quick introduction to management consulting:  

•	What do management consultants do? 
•	What are the benefits of a consulting career?
•	How can you learn these consulting skills?  
•	Why do clients hire management consultants?
•	What is an example of a consulting skill?

This is the first course in the specialization on management consulting."
306,h0Ngeyu3EemNFQpLsVDzbg,Evaluación del Aprendizaje en Escenarios Clínicos,evaluacion-aprendizaje-escenarios-clinicos,"En el siguiente curso aprenderás cómo se desarrolla la enseñanza en diversos escenarios clínicos, desde el punto de vista del alumno y del docente.  Comenzando primeramente con una visión general de la enseñanza médica tradicional y cómo ha ido evolucionando a través del tiempo, tomando en cuenta los factores que se evalúan.

De este modo, podrás analizar qué elementos son importantes a considerar en la evaluación de los aprendizajes que vayas adquiriendo durante tu carrera médica (en caso de que seas estudiante) o, si eres docente, qué debes de evaluar y porqué.

Este curso fue un consorcio del Tecnológico de Monterrey, Universidad Nacional Autónoma de México y Universidad Autónoma de Yucatán, financiado por el programa de subsidios de América Latina de la National Board of Medical Examiners."
307,-Cq1MLl2EeupsAq4ot0YUQ,Test Driven Development in Java for Beginners ,test-driven-development-in-java,"By the end of this course, you will understand the test-driven development process in Java at a beginner's level."
